customer_message,amazon_reply
"@AmazonHelp Please advise, I've contacted a seller 3 times about an item that was supposed to be delivered 19/10 but no response from them","@752108 Hi, you can file an A-z claim to request a refund by following the steps here: https://t.co/J82cEkuXEL ^TS"
"@115850 @115850 I HV ordred a prodct, waitin fo return pickup sinc last 9-10 dez &amp; not refunding coz de r unable to pickup on the scheduled time.",@427121 Kindly fill this form: https://t.co/beaaDm0muc and I'll contact you soon. (2/2) ^SY
@AmazonHelp I have been trying to get back into my Prime® account that you deleted by mistake.  It's been going on since Nov. 26th.,"@231087 Sorry for the continued trouble, Christopher! Can you tell us what was advised when you reached out to us last? It looks like you mentioned you were waiting on an e-mail response last we heard. ^BG"
Our definition of two-day shipping and @115821 seems to be different. https://t.co/9G0xNBtRbW,"@524871 Tara &amp; Mike, you can find more about how shipping is calculated here: https://t.co/2Gqitxvgd0 . I hope this helps!  ^FR"
@AmazonHelp Is there a way to advise the courier where to leave a product should I not be home for it? Can’t seem to find it anywhere..,"@766291 Yes, there is indeed a way to do this Ashley! Learn how to set up a Safe Space here: https://t.co/dWHRI3hu20 ^JE"
Why tell me 45 mins after scheduled delivery time that you apologise and it won’t be delivered until the 10th... why pay for prime? So frustrated and so inconvenient!!! @115830,"@628442 I'm sorry for the frustration! Unforeseen circumstances may cause delays. If it doesn't arrive by the 10th, let us know. ^SJ"
"@AmazonHelp Kept saying her computer was ""loading"" too.",@395217 I'm sorry for the poor experience! Please try to edit the subscription here: https://t.co/GujPWndThi ^BH
"@115821 yo, ordered an ESSENTIAL costume pics via prime Wednesday. How you going to say 2 day shipping then tell me they're coming Saturday?","@436422 Sorry about that, Stuart! The most accurate delivery estimate is provided at checkout: https://t.co/lbdAvL6pQ4 ^EA"
@AmazonHelp That was not a solution. It was a excuse. You are having poor policy towards customer. Then what is meaning of that mail?? I need my money to my bank account.,@374607 The provided information is best currently. We will not be able to offer additional insight on it. ^RW
Dear @115850 there are days when you guys just amaze me with some insane policy. How does two of aaa battery considered as bulk purchase hence limited to 1. Many elec these days need two pair. Ur supp busy with copy paste responses,"@134806 Since there is a huge demand and limited quantity most of our product has a quantity limit on it. However, you can write us __email__ and our team will look into your request &amp; assist you accordingly. ^SF"
@AmazonHelp I never received a phone call,@664400 Please check your e-mail inbox and junk/spam folders for a response from our team. You can also view e-mails sent in your Amazon Message Center: https://t.co/Of2bBBlFDk ^LR
@AmazonHelp That’s doesn’t help me at all. Upon logging in (to try and access my account) I see the screen shown in the original screenshot.,@506976 Pls request a call back and ask to be transferred to seller support https://t.co/zH8UlhTGcc ^KM
@AmazonHelp No calls and no revert back yet🤔,"@309170 If the details are filled from the link provided, we'll get back to you shortly on this. Appreciate your cooperation. ^BS"
@AmazonHelp No . Its a long issue. Call me. I'm giving my no in DM,@300785 We'll reply to your concern via DM. Kindly refer. ^VN
"@115850 please cancel the return request for the following order
 I would like to keep the product. https://t.co/wS2PgqxGsK","@428195 Also, please don’t provide your order details as its personal information. Our Twitter page is visible to public. 2/2 ^RS"
@AmazonHelp it's actually amazon.ca oops! is there an Amazon Canada one?,"@416806 Hi, Carol-Anne!  The .com link will work just fine.  Please submit your information there so we may further assist. Thanks! ^KL"
@AmazonHelp For God sake..check your mail.. already have written on your last mail..the very same day and at the very same time,"@158284 Sorry for the delay with the cashback. As mentioned earlier, we're following up on this issue. (1/2) ^KA"
"@115833 Problems with streaming music for the past 24 hours. Not a connectivity problem. Reset Echo, but it still drops out when starting songs.","@694923 Oh no! I'm sorry for the troubles, Ian. Just to clarify, have you spoken with us about the streaming problems with the Echo? https://t.co/hApLpMlfHN. ^AL"
@115850 hi my order# 171-9562457-0051551 on 16 oct &amp; now prime member and you are saying to deliver it on 4 th Nov??20 days for prime memb,@486695 Order estimates are generated based on the availability of the product. Kindly wait until the estimated delivery date. ^SA
@AmazonHelp I have not received any emails from amazon account department and that is what is annoying me. Please call me instead of trying to mail me.,@414267 I see that you have escalated this to our support team and we have forwarded your concern to the account 1/2 ^SB
Wheres my damn package @115821,@289523 I'm so sorry for the wait! What does the tracking information say here: https://t.co/Y5jpI9gRhE?
@115821 is this how deliver stuff now. Your new courier service in my area stinks. Packages are late and now this? Come on https://t.co/eu6vSlGQbg,@387210 My apologies Jay. Please fill in this short form: https://t.co/R55eEQwSEs so we can investigate this. ^DC
"@AmazonHelp Even though the run time is different, and Google says it's run time is 2hr 40min?","@133880 Looking at the running time, looks like the one included with Prime is the Cut European version. ^TR"
@AmazonHelp still. do you ask every student who tries to sign up for proof of enrolment? or only those with the word online in their email address?,"@413306 When you contacted us by chat, was there any insight provided on the requirements? What options were discussed? ^ST"
"@AmazonHelp Who do I need to contact about exchanging a book whose return window closed but it's a misprint to get a new, correct copy?","@478525 Hi there, is your order sold by a third party seller, or by Amazon? You can check here: https://t.co/Y5jpI9gRhE ^DW"
@AmazonHelp USPS still doesn't have it. Said it departed your facility Sunday. Then said it again yesterday.,"@119702 Hey, get in touch with us here: https://t.co/JzP7hlA23B  so we can help you out ^KM"
.@115821 same day delivery to my work failed yesterday because they tried to deliver at 8pm.  Told driver to come back during biz hrs. Attempted delivery today at 7a. Fail again.  Will I ever get my order????  2 day delivery will end up arriving before same day!,@381567 Oh no! Sorry for the delivery troubles! Who's the carrier listed for this order? You can check here: https://t.co/Y5jpI9gRhE ^JO
@AmazonHelp Why do your CS advisors use Google Translate to reply? Oh and my 2nd prime delivery in a week is missing #notsoprime https://t.co/Jt8F9xZTwz,@185179 Are you seeing a certain trend? Is there a delivery scan or a delay? Check this here: https://t.co/aaDyEz1VgE Let us know! ^KN
@AmazonHelp I pre-ordered star wars battlefront 2 and haven't got my early access beta code. Can you help?,@169829 When did you place the order? Have you checked your spam/junk folder? ^PK
@AmazonHelp So what does it matter now?  I’m purchased items that I could have gotten here but trusted amazon to deliver,@281479 Thank for the information. Did you have a chance to reach out to the carrier or get updated tracking information? ^MO
@AmazonHelp No information apart from Amazon Shipping,@680445 Thanks for checking on the courier! We'd be happy to look into why your parcel wasn't delivered! Please phone or chat with us here: https://t.co/JzP7hlA23B ^BN
Hello @115821 where the heck is the cat tree I ordered for my cat’s birthday. It was supposed to be here yesterday,@255380 Sorry to hear it has not arrived Jenna. Does the tracking give any info on when we expect it to be delivered? You can check tracking by clicking the link: https://t.co/Y5jpI9gRhE.^BZ
@AmazonHelp Friday and this was after your rep advised me to select one day shipping... Which is not happening either,@728449 Transit time applies once the order ships out. You can read more on Prime Delivery Benefits here:https://t.co/SFWl2MsifU! ^SA
